    0.        ,
   370.28168197,
   238.564003  ,
   147.97584524,
    37.82531737,
   -38.27073548,
    28.30731813,
   303.20657142,
  -232.45517122,
    92.44820621,
    28.11176982,
  -297.64190369,
   119.44834175,
  -221.3618615 ,
  -439.95701213,
  -323.30387386,
  -133.05666743,
  -214.51586632,
  -164.56165311,
   112.22796741,
   225.52698974,
  -125.40409892,
  -153.76319244,
     6.09702932,
    73.20405982,
  -345.29527783,
 -1071.89253586,
  1985.84637174,
   477.45560045,
   183.37041053,
   -64.64480803,
   141.35737422,
   -64.35777013,
    -3.54708411,
   -69.29148966,
   -48.13129258,
    81.11028375,
    -8.86066115,
    51.27518513,
   139.93241692,
   -32.2641522 ,
  -220.24083632,
    76.9593295 ,
    34.31624132,
   311.03251765,
    42.39583894,
  -199.19378911,
     4.21685101,
    81.13093054,
    71.83075882,
  -143.5492017 ,
  -105.12978265,
    40.8511858 ,
  -194.47422555,
    39.5798263 ,
   -48.72940775,
   -29.48272539,
    51.46451194,
   123.04441642,
   141.6711755 ,,
